fpl_code,team,player,pos,cost,2025-10-18,2025-10-19,2025-10-20,2025-10-24,2025-10-25,2025-10-26,2025-11-01,2025-11-02,2025-11-03,2025-11-08,2025-11-09,2025-11-22,2025-11-23,2025-11-24,2025-11-29,2025-11-30,2025-12-02,2025-12-03,2025-12-04,2025-12-06,2025-12-07,2025-12-08,2025-12-13,2025-12-14,2025-12-15,2025-12-20,2025-12-21,2025-12-22,2025-12-27,total_pts,ppm
56979,BRE,Henderson,M,6.9,0.0,0.0,2.67,0.0,2.35,0.0,2.4,0.0,0.0,0.0,2.31,2.25,0.0,0.0,2.64,0.0,0.0,2.03,0.0,2.28,0.0,0.0,0.0,2.4,0.0,2.38,0.0,0.0,2.34,26.05,3.78
80801,EVE,Gana,M,8.1,2.94,0.0,0.0,0.0,0.0,3.3,0.0,0.0,3.57,2.66,0.0,0.0,0.0,2.75,2.88,0.0,2.73,0.0,0.0,2.56,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,25.92,3.2
472713,BRE,Hickey,D,6.1,0.0,0.0,2.19,0.0,1.85,0.0,1.99,0.0,0.0,0.0,2.32,2.05,0.0,0.0,3.48,0.0,0.0,1.61,0.0,2.08,0.0,0.0,0.0,3.06,0.0,2.55,0.0,0.0,2.46,25.66,4.21
550864,MUN,Yoro,D,6.8,0.0,1.4,0.0,0.0,2.66,0.0,2.71,0.0,0.0,2.01,0.0,0.0,0.0,2.93,0.0,1.92,0.0,0.0,2.76,0.0,0.0,2.49,0.0,0.0,2.31,0.0,2.14,0.0,2.25,25.59,3.76
221820,MUN,Martinez,D,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,2.29,0.0,0.0,0.0,4.11,0.0,2.82,0.0,0.0,3.69,0.0,0.0,3.23,0.0,0.0,2.81,0.0,2.77,0.0,2.92,25.47,3.59
508395,BRE,Yarmoliuk,M,7.3,0.0,0.0,2.58,0.0,2.32,0.0,2.24,0.0,0.0,0.0,2.33,2.26,0.0,0.0,2.49,0.0,0.0,2.06,0.0,2.32,0.0,0.0,0.0,2.39,0.0,2.26,0.0,0.0,2.22,25.46,3.49
200617,LEE,James,M,6.9,1.28,0.0,0.0,2.28,0.0,0.0,2.53,0.0,0.0,0.0,2.45,0.0,2.55,0.0,2.26,0.0,0.0,2.42,0.0,2.34,0.0,0.0,0.0,2.41,0.0,0.0,2.46,0.0,2.46,25.44,3.69
586309,EVE,Barry,F,7.2,2.21,0.0,0.0,0.0,0.0,2.56,0.0,0.0,2.66,2.13,0.0,0.0,0.0,2.1,2.31,0.0,2.06,0.0,0.0,2.21,0.0,0.0,2.17,0.0,0.0,0.0,2.22,0.0,2.75,25.4,3.53
216055,BUR,Florentino,M,6.3,2.68,0.0,0.0,0.0,0.0,2.4,2.25,0.0,0.0,2.49,0.0,2.25,0.0,0.0,2.21,0.0,0.0,2.19,0.0,2.22,0.0,0.0,2.1,0.0,0.0,2.24,0.0,0.0,2.36,25.39,4.03
465730,BHA,De Cuyper,D,6.7,2.31,0.0,0.0,0.0,2.01,0.0,2.99,0.0,0.0,0.0,1.55,2.58,0.0,0.0,0.0,2.53,0.0,2.61,0.0,0.0,2.7,0.0,1.47,0.0,0.0,3.35,0.0,0.0,1.26,25.35,3.78
153682,FUL,Wilson,M,7.1,2.24,0.0,0.0,0.0,2.33,0.0,2.57,0.0,0.0,2.08,0.0,2.48,0.0,0.0,1.86,0.0,1.79,0.0,0.0,0.0,1.99,0.0,2.03,0.0,0.0,0.0,0.0,2.94,2.86,25.18,3.55
58621,BUR,Walker,D,7.5,3.47,0.0,0.0,0.0,0.0,2.73,1.59,0.0,0.0,2.48,0.0,1.73,0.0,0.0,1.94,0.0,0.0,2.24,0.0,1.51,0.0,0.0,2.59,0.0,0.0,1.65,0.0,0.0,2.91,24.83,3.31
494960,BUR,Hartman,D,6.1,3.3,0.0,0.0,0.0,0.0,2.59,1.71,0.0,0.0,2.42,0.0,1.88,0.0,0.0,1.98,0.0,0.0,2.15,0.0,1.63,0.0,0.0,2.57,0.0,0.0,1.78,0.0,0.0,2.79,24.82,4.07
179458,BUR,Bruun Larsen,M,6.9,2.58,0.0,0.0,0.0,0.0,2.34,1.95,0.0,0.0,2.19,0.0,2.18,0.0,0.0,2.27,0.0,0.0,2.22,0.0,2.14,0.0,0.0,2.16,0.0,0.0,2.26,0.0,0.0,2.5,24.79,3.59
172567,BUR,Cullen,M,6.9,2.45,0.0,0.0,0.0,0.0,2.3,2.07,0.0,0.0,2.39,0.0,2.1,0.0,0.0,2.25,0.0,0.0,2.24,0.0,2.11,0.0,0.0,2.13,0.0,0.0,2.15,0.0,0.0,2.4,24.6,3.56
180135,LEE,Longstaff,M,7.0,2.37,0.0,0.0,2.41,0.0,0.0,2.2,0.0,0.0,0.0,2.2,0.0,2.21,0.0,2.12,0.0,0.0,2.1,0.0,2.1,0.0,0.0,0.0,2.23,0.0,0.0,2.15,0.0,2.42,24.53,3.5
509291,WOL,André,M,7.6,2.92,0.0,0.0,0.0,0.0,2.48,2.07,0.0,0.0,2.09,0.0,2.14,0.0,0.0,0.0,2.1,0.0,2.1,0.0,0.0,0.0,2.08,1.99,0.0,0.0,2.28,0.0,0.0,2.18,24.42,3.21
438234,MCI,Marmoush,F,10.7,1.49,0.0,0.0,0.0,0.0,2.12,0.0,2.72,0.0,0.0,2.76,2.74,0.0,0.0,3.25,0.0,2.92,0.0,0.0,3.76,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0,24.39,2.28
106760,MUN,Shaw,D,7.1,0.0,1.45,0.0,0.0,2.56,0.0,2.52,0.0,0.0,1.92,0.0,0.0,0.0,2.63,0.0,1.81,0.0,0.0,2.63,0.0,0.0,2.33,0.0,0.0,2.19,0.0,2.11,0.0,2.17,24.32,3.42
230046,NFO,Douglas Luiz,M,7.4,1.08,0.0,0.0,0.0,0.0,2.14,2.34,0.0,0.0,0.0,2.47,2.08,0.0,0.0,0.0,2.33,0.0,2.29,0.0,2.26,0.0,0.0,0.0,2.45,0.0,0.0,0.0,2.3,2.29,24.02,3.25
75115,WHU,Wilson,F,7.4,0.0,0.0,3.55,3.24,0.0,0.0,0.0,3.03,0.0,3.04,0.0,1.53,0.0,0.0,0.0,1.5,0.0,0.0,1.55,0.0,1.62,0.0,0.0,1.7,0.0,1.45,0.0,0.0,1.75,23.95,3.24
149484,AVL,Mings,D,6.8,0.0,0.56,0.0,0.0,0.0,1.67,1.5,0.0,0.0,0.0,2.66,0.0,2.86,0.0,0.0,3.26,0.0,2.15,0.0,2.1,0.0,0.0,0.0,2.64,0.0,0.0,2.64,0.0,1.83,23.89,3.51
487676,SUN,Hume,D,6.7,3.36,0.0,0.0,0.0,1.47,0.0,0.0,0.0,2.93,1.8,0.0,2.05,0.0,0.0,2.26,0.0,0.0,1.09,0.0,1.26,0.0,0.0,0.0,2.18,0.0,1.91,0.0,0.0,3.4,23.72,3.54
77794,NEW,Trippier,D,7.9,3.26,0.0,0.0,0.0,4.0,0.0,0.0,3.88,0.0,0.0,3.21,2.1,0.0,0.0,1.2,0.0,1.12,0.0,0.0,1.58,0.0,0.0,0.0,1.32,0.0,0.98,0.0,0.0,1.02,23.67,3.0
445044,TOT,Kulusevski,M,8.7,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,2.71,0.0,0.0,2.43,0.0,2.93,0.0,2.69,0.0,0.0,3.14,0.0,0.0,0.0,2.88,0.0,2.81,0.0,0.0,2.83,23.53,2.7
523705,WOL,Tchatchoua,D,6.7,3.73,0.0,0.0,0.0,0.0,4.11,2.48,0.0,0.0,1.75,0.0,2.37,0.0,0.0,0.0,2.1,0.0,2.84,0.0,0.0,0.0,2.4,1.56,0.0,0.0,0.0,0.0,0.0,0.0,23.34,3.48
248875,MCI,Doku,M,8.4,2.46,0.0,0.0,0.0,0.0,2.02,0.0,2.02,0.0,0.0,1.64,1.76,0.0,0.0,2.0,0.0,1.72,0.0,0.0,2.27,0.0,0.0,0.0,1.85,0.0,2.88,0.0,0.0,2.66,23.29,2.77
200785,BOU,Adams,M,7.3,2.4,0.0,0.0,0.0,0.0,2.17,0.0,2.01,0.0,0.0,2.03,2.3,0.0,0.0,2.3,0.0,1.99,0.0,0.0,1.88,0.0,0.0,0.0,0.0,1.95,2.24,0.0,0.0,2.01,23.27,3.19
202993,TOT,Bentancur,M,7.3,0.0,2.34,0.0,0.0,0.0,2.32,2.07,0.0,0.0,2.06,0.0,0.0,1.88,0.0,2.1,0.0,1.98,0.0,0.0,2.12,0.0,0.0,0.0,1.92,0.0,2.15,0.0,0.0,2.18,23.11,3.17
478969,BUR,Ekdal,D,6.1,3.09,0.0,0.0,0.0,0.0,2.44,1.52,0.0,0.0,2.26,0.0,1.66,0.0,0.0,1.79,0.0,0.0,1.99,0.0,1.42,0.0,0.0,2.5,0.0,0.0,1.59,0.0,0.0,2.78,23.04,3.78
477717,BUR,Estève,D,6.1,3.14,0.0,0.0,0.0,0.0,2.47,1.42,0.0,0.0,2.24,0.0,1.55,0.0,0.0,1.73,0.0,0.0,2.01,0.0,1.32,0.0,0.0,2.52,0.0,0.0,1.49,0.0,0.0,2.93,22.81,3.74
204646,AVL,Malen,F,8.2,0.0,3.39,0.0,0.0,0.0,2.15,1.98,0.0,0.0,0.0,1.89,0.0,1.82,0.0,0.0,1.93,0.0,1.62,0.0,1.38,0.0,0.0,0.0,1.95,0.0,0.0,2.6,0.0,1.83,22.56,2.75
205533,CRY,Nketiah,F,7.5,1.34,0.0,0.0,0.0,0.0,1.14,1.89,0.0,0.0,0.0,1.82,1.74,0.0,0.0,0.0,1.9,0.0,1.94,0.0,0.0,1.73,0.0,0.0,1.67,0.0,0.0,3.36,0.0,3.67,22.2,2.96
441191,NEW,Livramento,D,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,3.18,0.0,3.36,0.0,0.0,4.64,0.0,0.0,0.0,4.15,0.0,2.87,0.0,0.0,2.89,22.15,2.8
155408,BOU,Cook,M,7.9,1.41,0.0,0.0,0.0,0.0,2.1,0.0,1.98,0.0,0.0,2.01,2.14,0.0,0.0,2.23,0.0,2.05,0.0,0.0,1.94,0.0,0.0,0.0,0.0,2.01,2.23,0.0,0.0,2.01,22.1,2.8
200834,SUN,Mukiele,D,6.1,3.26,0.0,0.0,0.0,1.24,0.0,0.0,0.0,3.01,1.61,0.0,2.12,0.0,0.0,2.28,0.0,0.0,0.76,0.0,0.97,0.0,0.0,0.0,2.08,0.0,1.66,0.0,0.0,3.06,22.06,3.62
476887,NFO,Bakwa,M,7.2,2.14,0.0,0.0,0.0,0.0,2.0,2.05,0.0,0.0,0.0,2.24,1.84,0.0,0.0,0.0,1.84,0.0,1.83,0.0,1.96,0.0,0.0,0.0,2.15,0.0,0.0,0.0,2.01,1.9,21.96,3.05
449434,NEW,Elanga,M,8.2,2.13,0.0,0.0,0.0,2.1,0.0,0.0,2.23,0.0,0.0,1.86,1.75,0.0,0.0,1.65,0.0,1.97,0.0,0.0,2.06,0.0,0.0,0.0,2.05,0.0,1.97,0.0,0.0,2.07,21.84,2.66
449027,LIV,Mamardashvili,G,6.6,0.0,4.46,0.0,0.0,3.92,0.0,4.52,0.0,0.0,0.0,3.15,3.64,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.43,0.0,0.0,0.6,21.84,3.31
466052,MCI,Cherki,M,8.6,2.09,0.0,0.0,0.0,0.0,1.83,0.0,1.89,0.0,0.0,1.64,1.65,0.0,0.0,2.0,0.0,1.82,0.0,0.0,2.3,0.0,0.0,0.0,1.72,0.0,2.51,0.0,0.0,2.3,21.75,2.53
166989,AVL,Tielemans,M,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,3.23,0.0,3.53,0.0,3.08,0.0,0.0,0.0,3.88,0.0,0.0,3.53,0.0,3.13,21.63,2.51
554197,SUN,Rigg,M,6.9,2.33,0.0,0.0,0.0,1.9,0.0,0.0,0.0,2.09,1.92,0.0,2.05,0.0,0.0,2.02,0.0,0.0,1.68,0.0,1.39,0.0,0.0,0.0,1.16,0.0,2.4,0.0,0.0,2.67,21.61,3.13
184754,WOL,Hee Chan,F,7.2,1.82,0.0,0.0,0.0,0.0,2.07,1.78,0.0,0.0,1.67,0.0,1.88,0.0,0.0,0.0,2.05,0.0,1.8,0.0,0.0,0.0,1.82,1.6,0.0,0.0,2.77,0.0,0.0,2.3,21.57,3.0
465351,MCI,Matheus N.,D,7.4,2.23,0.0,0.0,0.0,0.0,1.8,0.0,1.8,0.0,0.0,1.61,1.47,0.0,0.0,2.12,0.0,1.83,0.0,0.0,2.39,0.0,0.0,0.0,1.61,0.0,2.35,0.0,0.0,2.05,21.25,2.87
435973,BUR,Foster,F,7.2,1.73,0.0,0.0,0.0,0.0,2.56,2.22,0.0,0.0,2.62,0.0,2.41,0.0,0.0,2.51,0.0,0.0,2.42,0.0,2.29,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,21.2,2.94
449871,AVL,Onana,M,7.4,0.0,2.14,0.0,0.0,0.0,2.71,2.61,0.0,0.0,0.0,2.68,0.0,2.47,0.0,0.0,1.62,0.0,1.34,0.0,1.23,0.0,0.0,0.0,1.44,0.0,0.0,1.53,0.0,1.34,21.11,2.85
201895,SUN,Alderete,D,6.1,2.55,0.0,0.0,0.0,1.16,0.0,0.0,0.0,3.01,1.57,0.0,2.12,0.0,0.0,2.24,0.0,0.0,0.75,0.0,0.94,0.0,0.0,0.0,2.0,0.0,1.59,0.0,0.0,2.99,20.92,3.43
184029,ARS,Ødegaard,M,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,2.12,0.0,3.2,0.0,3.04,0.0,0.0,3.93,0.0,0.0,0.0,3.41,0.0,3.6,20.9,1.9
564940,WHU,S.Magassa,M,6.3,0.0,0.0,2.01,1.95,0.0,0.0,0.0,1.96,0.0,2.09,0.0,1.81,0.0,0.0,0.0,1.86,0.0,0.0,1.79,0.0,1.85,0.0,0.0,1.81,0.0,1.86,0.0,0.0,1.88,20.86,3.31
514254,BHA,Gomez,M,6.7,1.44,0.0,0.0,0.0,2.19,0.0,2.24,0.0,0.0,0.0,1.88,1.93,0.0,0.0,0.0,1.56,0.0,1.61,0.0,0.0,2.0,0.0,1.72,0.0,0.0,2.38,0.0,0.0,1.89,20.85,3.11
482609,CHE,Gusto,D,7.1,1.97,0.0,0.0,0.0,2.32,0.0,1.59,0.0,0.0,2.02,0.0,2.25,0.0,0.0,0.0,1.48,0.0,2.03,0.0,1.56,0.0,0.0,2.05,0.0,0.0,1.4,0.0,0.0,1.89,20.57,2.9
482973,NFO,Igor Jesus,F,7.2,2.37,0.0,0.0,0.0,0.0,1.77,1.99,0.0,0.0,0.0,1.91,1.6,0.0,0.0,0.0,1.9,0.0,1.82,0.0,1.83,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.78,1.7,20.56,2.86
437505,SUN,Isidor,F,7.2,2.49,0.0,0.0,0.0,1.62,0.0,0.0,0.0,1.8,1.5,0.0,1.62,0.0,0.0,1.69,0.0,0.0,1.49,0.0,1.44,0.0,0.0,0.0,1.63,0.0,2.38,0.0,0.0,2.69,20.36,2.83
219847,ARS,Havertz,F,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,1.86,0.0,0.0,2.79,0.0,0.0,2.17,0.0,2.78,0.0,2.37,0.0,0.0,2.62,0.0,0.0,0.0,2.35,0.0,2.39,20.25,1.89
158499,BOU,Christie,M,7.6,1.94,0.0,0.0,0.0,0.0,1.81,0.0,1.61,0.0,0.0,1.71,1.82,0.0,0.0,2.03,0.0,2.08,0.0,0.0,1.66,0.0,0.0,0.0,0.0,1.68,1.93,0.0,0.0,1.78,20.05,2.64
220237,NEW,Botman,D,6.7,1.65,0.0,0.0,0.0,2.56,0.0,0.0,2.07,0.0,0.0,1.76,1.32,0.0,0.0,1.62,0.0,1.71,0.0,0.0,2.17,0.0,0.0,0.0,1.95,0.0,1.51,0.0,0.0,1.6,19.93,2.98
477064,MCI,Lewis,D,7.1,2.3,0.0,0.0,0.0,0.0,1.64,0.0,1.79,0.0,0.0,1.42,1.45,0.0,0.0,1.97,0.0,1.67,0.0,0.0,2.29,0.0,0.0,0.0,1.51,0.0,2.05,0.0,0.0,1.81,19.9,2.8
510281,MCI,Savinho,M,7.7,1.81,0.0,0.0,0.0,0.0,1.66,0.0,1.62,0.0,0.0,1.53,1.51,0.0,0.0,1.86,0.0,1.53,0.0,0.0,2.07,0.0,0.0,0.0,1.57,0.0,2.42,0.0,0.0,2.12,19.7,2.56
549912,SUN,Talbi,M,6.9,2.57,0.0,0.0,0.0,2.16,0.0,0.0,0.0,2.36,2.04,0.0,2.21,0.0,0.0,2.18,0.0,0.0,2.0,0.0,1.89,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,19.44,2.82
122798,LIV,Robertson,D,9.1,0.0,1.68,0.0,0.0,1.46,0.0,1.67,0.0,0.0,0.0,1.25,1.91,0.0,0.0,0.0,1.74,0.0,2.24,0.0,1.75,0.0,0.0,1.81,0.0,0.0,1.66,0.0,0.0,2.23,19.4,2.13
249231,BRE,Lewis-Potter,D,7.9,0.0,0.0,1.98,0.0,1.29,0.0,1.45,0.0,0.0,0.0,1.54,1.48,0.0,0.0,2.37,0.0,0.0,1.22,0.0,1.63,0.0,0.0,0.0,2.14,0.0,2.2,0.0,0.0,2.05,19.35,2.45
114243,NEW,J.Murphy,M,8.3,2.29,0.0,0.0,0.0,2.5,0.0,0.0,2.12,0.0,0.0,1.9,1.45,0.0,0.0,1.31,0.0,1.42,0.0,0.0,1.58,0.0,0.0,0.0,1.52,0.0,1.54,0.0,0.0,1.5,19.16,2.31
209243,AVL,Sancho,M,7.7,0.0,1.49,0.0,0.0,0.0,1.84,2.11,0.0,0.0,0.0,2.05,0.0,1.89,0.0,0.0,2.03,0.0,1.79,0.0,1.53,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,2.11,18.73,2.43
232859,TOT,Spence,D,7.2,0.0,1.51,0.0,0.0,0.0,1.81,1.4,0.0,0.0,2.1,0.0,0.0,1.16,0.0,1.92,0.0,1.71,0.0,0.0,2.17,0.0,0.0,0.0,1.8,0.0,1.31,0.0,0.0,1.78,18.69,2.6
91889,WHU,Füllkrug,F,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,2.53,0.0,0.0,0.0,2.49,0.0,0.0,2.57,0.0,2.44,0.0,0.0,2.61,0.0,2.23,0.0,0.0,2.61,18.66,2.01
195384,ARS,Merino,M,8.6,1.82,0.0,0.0,0.0,0.0,2.12,2.18,0.0,0.0,2.24,0.0,0.0,1.82,0.0,0.0,1.32,0.0,1.53,0.0,1.31,0.0,0.0,1.58,0.0,0.0,0.0,1.27,0.0,1.36,18.55,2.16
513433,BHA,Gruda,M,6.7,0.0,0.0,0.0,0.0,0.75,0.0,1.83,0.0,0.0,0.0,1.75,2.13,0.0,0.0,0.0,1.97,0.0,2.01,0.0,0.0,2.13,0.0,1.76,0.0,0.0,2.69,0.0,0.0,1.46,18.48,2.76
577669,SUN,Sadiki,M,6.9,1.89,0.0,0.0,0.0,2.17,0.0,0.0,0.0,2.31,2.03,0.0,2.07,0.0,0.0,2.07,0.0,0.0,1.96,0.0,1.95,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,18.47,2.68
184349,FUL,Sessegnon,M,6.8,2.57,0.0,0.0,0.0,2.56,0.0,2.37,0.0,0.0,1.39,0.0,1.39,0.0,0.0,1.16,0.0,1.07,0.0,0.0,0.0,1.17,0.0,1.25,0.0,0.0,0.0,0.0,1.65,1.74,18.31,2.69
247693,TOT,Kolo Muani,F,8.3,0.0,1.83,0.0,0.0,0.0,1.75,1.71,0.0,0.0,1.74,0.0,0.0,1.2,0.0,1.66,0.0,1.52,0.0,0.0,1.8,0.0,0.0,0.0,1.7,0.0,1.64,0.0,0.0,1.72,18.28,2.2
469272,BUR,Tchaouna,M,6.9,2.08,0.0,0.0,0.0,0.0,1.66,1.37,0.0,0.0,1.57,0.0,1.44,0.0,0.0,1.55,0.0,0.0,1.57,0.0,1.39,0.0,0.0,1.54,0.0,0.0,1.97,0.0,0.0,1.99,18.14,2.63
516939,WOL,Agbadou,D,6.8,2.17,0.0,0.0,0.0,0.0,2.43,1.71,0.0,0.0,1.51,0.0,1.99,0.0,0.0,0.0,1.99,0.0,2.45,0.0,0.0,0.0,2.37,1.49,0.0,0.0,0.0,0.0,0.0,0.0,18.11,2.66
184341,MUN,Mount,M,8.3,0.0,1.05,0.0,0.0,1.34,0.0,1.25,0.0,0.0,1.44,0.0,0.0,0.0,1.47,0.0,1.42,0.0,0.0,1.63,0.0,0.0,1.57,0.0,0.0,1.47,0.0,2.52,0.0,2.62,17.78,2.14
535301,BHA,Baleba,M,8.0,2.68,0.0,0.0,0.0,2.38,0.0,2.33,0.0,0.0,0.0,1.89,1.73,0.0,0.0,0.0,1.6,0.0,1.68,0.0,0.0,1.9,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,17.72,2.21
209289,FUL,Smith Rowe,M,7.7,1.58,0.0,0.0,0.0,1.53,0.0,1.79,0.0,0.0,1.54,0.0,1.83,0.0,0.0,1.4,0.0,1.3,0.0,0.0,0.0,1.4,0.0,1.49,0.0,0.0,0.0,0.0,1.88,1.89,17.63,2.29
212319,TOT,Richarlison,F,9.3,0.0,2.9,0.0,0.0,0.0,1.45,1.39,0.0,0.0,1.56,0.0,0.0,1.11,0.0,1.53,0.0,1.41,0.0,0.0,1.67,0.0,0.0,0.0,1.43,0.0,1.58,0.0,0.0,1.52,17.56,1.89
209046,NFO,Hudson-Odoi,M,7.6,1.67,0.0,0.0,0.0,0.0,1.56,1.62,0.0,0.0,0.0,1.64,1.35,0.0,0.0,0.0,1.69,0.0,1.68,0.0,1.56,0.0,0.0,0.0,1.71,0.0,0.0,0.0,1.56,1.48,17.53,2.31
472769,MCI,O’Reilly,M,6.3,2.7,0.0,0.0,0.0,0.0,1.52,0.0,1.03,0.0,0.0,1.01,1.06,0.0,0.0,1.24,0.0,1.09,0.0,0.0,1.36,0.0,0.0,0.0,1.15,0.0,2.84,0.0,0.0,2.53,17.51,2.78
503139,BOU,Scott,M,7.0,1.8,0.0,0.0,0.0,0.0,1.5,0.0,1.27,0.0,0.0,1.41,1.65,0.0,0.0,1.73,0.0,1.46,0.0,0.0,1.46,0.0,0.0,0.0,0.0,1.49,2.01,0.0,0.0,1.58,17.36,2.48
510362,WOL,Toti,D,7.6,1.19,0.0,0.0,0.0,0.0,2.15,1.51,0.0,0.0,1.11,0.0,1.43,0.0,0.0,0.0,1.39,0.0,1.92,0.0,0.0,0.0,1.68,1.01,0.0,0.0,2.62,0.0,0.0,1.35,17.36,2.28
441264,SUN,Brobbey,F,6.5,1.44,0.0,0.0,0.0,1.26,0.0,0.0,0.0,1.5,1.26,0.0,1.45,0.0,0.0,1.49,0.0,0.0,1.29,0.0,1.21,0.0,0.0,0.0,1.26,0.0,2.28,0.0,0.0,2.65,17.09,2.63
76357,FUL,Cairney,M,6.7,2.04,0.0,0.0,0.0,2.09,0.0,2.22,0.0,0.0,2.15,0.0,1.77,0.0,0.0,1.11,0.0,1.04,0.0,0.0,0.0,1.07,0.0,1.09,0.0,0.0,0.0,0.0,1.14,1.14,16.85,2.52
231057,WOL,Bellegarde,M,7.6,1.08,0.0,0.0,0.0,0.0,1.34,1.21,0.0,0.0,1.31,0.0,1.42,0.0,0.0,0.0,1.29,0.0,1.49,0.0,0.0,0.0,1.53,1.21,0.0,0.0,2.44,0.0,0.0,2.21,16.52,2.17
444145,ARS,Martinelli,M,10.0,1.85,0.0,0.0,0.0,0.0,1.89,2.28,0.0,0.0,2.15,0.0,0.0,1.64,0.0,0.0,1.24,0.0,1.23,0.0,1.02,0.0,0.0,1.11,0.0,0.0,0.0,1.0,0.0,1.04,16.46,1.65
441302,AVL,Maatsen,D,6.9,0.0,1.3,0.0,0.0,0.0,1.26,1.02,0.0,0.0,0.0,1.61,0.0,1.77,0.0,0.0,1.88,0.0,1.39,0.0,1.3,0.0,0.0,0.0,1.66,0.0,0.0,1.79,0.0,1.27,16.25,2.36
608181,BHA,Tzimas,F,7.7,1.49,0.0,0.0,0.0,1.38,0.0,1.52,0.0,0.0,0.0,1.4,1.61,0.0,0.0,0.0,1.48,0.0,1.43,0.0,0.0,1.64,0.0,1.2,0.0,0.0,1.89,0.0,0.0,1.18,16.21,2.1
248056,LEE,Tanaka,M,6.9,1.31,0.0,0.0,1.45,0.0,0.0,1.26,0.0,0.0,0.0,1.28,0.0,1.5,0.0,1.39,0.0,0.0,1.73,0.0,1.48,0.0,0.0,0.0,1.47,0.0,0.0,1.58,0.0,1.73,16.17,2.34
116216,ARS,Trossard,M,10.3,1.83,0.0,0.0,0.0,0.0,1.92,2.08,0.0,0.0,2.18,0.0,0.0,1.57,0.0,0.0,1.04,0.0,1.28,0.0,1.0,0.0,0.0,1.15,0.0,0.0,0.0,1.03,0.0,1.08,16.15,1.57
550839,TOT,Odobert,M,7.0,0.0,2.04,0.0,0.0,0.0,1.63,1.49,0.0,0.0,1.47,0.0,0.0,1.04,0.0,1.44,0.0,1.38,0.0,0.0,1.55,0.0,0.0,0.0,1.26,0.0,1.36,0.0,0.0,1.39,16.05,2.29
111317,BOU,Brooks,M,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,1.64,1.91,0.0,0.0,1.88,0.0,1.73,0.0,0.0,1.61,0.0,0.0,0.0,0.0,1.62,2.2,0.0,0.0,1.88,15.72,2.18
427637,LEE,Aaronson,M,6.9,2.94,0.0,0.0,1.8,0.0,0.0,1.19,0.0,0.0,0.0,1.18,0.0,1.18,0.0,1.1,0.0,0.0,1.2,0.0,1.16,0.0,0.0,0.0,1.24,0.0,0.0,1.28,0.0,1.46,15.72,2.28
195546,AVL,Buendía,M,6.9,0.0,2.15,0.0,0.0,0.0,1.37,1.41,0.0,0.0,0.0,1.35,0.0,1.36,0.0,0.0,1.35,0.0,1.11,0.0,1.01,0.0,0.0,0.0,1.29,0.0,0.0,1.97,0.0,1.25,15.62,2.26
244954,AVL,Pau,D,7.1,0.0,2.44,0.0,0.0,0.0,1.38,0.82,0.0,0.0,0.0,1.32,0.0,1.54,0.0,0.0,1.51,0.0,1.18,0.0,1.21,0.0,0.0,0.0,1.5,0.0,0.0,1.54,0.0,1.04,15.48,2.18
212314,FUL,Lukić,M,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,2.19,0.0,2.19,0.0,0.0,0.0,2.25,0.0,2.56,0.0,0.0,0.0,0.0,2.46,2.66,15.46,1.93
201666,NEW,Barnes,M,8.9,1.36,0.0,0.0,0.0,1.52,0.0,0.0,1.42,0.0,0.0,1.32,1.1,0.0,0.0,1.07,0.0,1.39,0.0,0.0,1.45,0.0,0.0,0.0,1.38,0.0,1.62,0.0,0.0,1.56,15.18,1.71
570526,TOT,Bergvall,M,7.3,0.0,1.43,0.0,0.0,0.0,1.36,1.23,0.0,0.0,1.23,0.0,0.0,1.08,0.0,1.22,0.0,1.07,0.0,0.0,1.24,0.0,0.0,0.0,1.25,0.0,2.0,0.0,0.0,2.06,15.16,2.08
