fpl_code,team,player,pos,cost,2025-10-18,2025-10-19,2025-10-20,2025-10-24,2025-10-25,2025-10-26,2025-11-01,2025-11-02,2025-11-03,2025-11-08,2025-11-09,2025-11-22,2025-11-23,2025-11-24,2025-11-29,2025-11-30,2025-12-02,2025-12-03,2025-12-04,2025-12-06,2025-12-07,2025-12-08,2025-12-13,2025-12-14,2025-12-15,2025-12-20,2025-12-21,2025-12-22,2025-12-27,total_pts,ppm
441164,TOT,Pedro Porro,D,7.8,0.0,4.06,0.0,0.0,0.0,3.65,3.1,0.0,0.0,3.73,0.0,0.0,2.24,0.0,3.81,0.0,2.74,0.0,0.0,3.72,0.0,0.0,0.0,3.49,0.0,2.55,0.0,0.0,2.71,35.81,4.59
446008,MUN,Mbeumo,M,11.5,0.0,3.59,0.0,0.0,4.16,0.0,3.96,0.0,0.0,4.11,0.0,0.0,0.0,3.94,0.0,3.7,0.0,0.0,4.4,0.0,0.0,3.91,0.0,0.0,3.99,0.0,0.0,0.0,0.0,35.76,3.11
512462,EVE,O'Brien,D,7.1,2.11,0.0,0.0,0.0,0.0,3.48,0.0,0.0,4.34,3.74,0.0,0.0,0.0,2.9,3.13,0.0,2.78,0.0,0.0,3.87,0.0,0.0,2.32,0.0,0.0,0.0,2.63,0.0,4.3,35.6,5.01
433036,MCI,Reijnders,M,7.9,3.76,0.0,0.0,0.0,0.0,3.23,0.0,3.15,0.0,0.0,2.96,2.88,0.0,0.0,3.28,0.0,2.9,0.0,0.0,3.86,0.0,0.0,0.0,2.99,0.0,3.37,0.0,0.0,3.12,35.52,4.5
224967,EVE,Mykolenko,D,7.7,2.21,0.0,0.0,0.0,0.0,3.54,0.0,0.0,4.4,3.62,0.0,0.0,0.0,2.89,3.12,0.0,2.76,0.0,0.0,3.75,0.0,0.0,2.34,0.0,0.0,0.0,2.68,0.0,4.15,35.46,4.61
480455,EVE,Branthwaite,D,7.4,1.97,0.0,0.0,0.0,0.0,3.47,0.0,0.0,4.55,3.61,0.0,0.0,0.0,2.85,3.1,0.0,2.76,0.0,0.0,3.8,0.0,0.0,2.27,0.0,0.0,0.0,2.64,0.0,4.25,35.28,4.77
232892,FUL,Bassey,D,7.7,2.95,0.0,0.0,0.0,3.12,0.0,4.77,0.0,0.0,4.29,0.0,6.07,0.0,0.0,2.9,0.0,2.62,0.0,0.0,0.0,3.73,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,35.24,4.58
78916,NEW,Burn,D,7.8,3.06,0.0,0.0,0.0,3.96,0.0,0.0,3.8,0.0,0.0,3.0,2.45,0.0,0.0,3.16,0.0,2.96,0.0,0.0,4.02,0.0,0.0,0.0,3.6,0.0,2.55,0.0,0.0,2.63,35.2,4.51
466075,ARS,Calafiori,D,7.7,4.03,0.0,0.0,0.0,0.0,3.84,4.35,0.0,0.0,4.06,0.0,0.0,3.21,0.0,0.0,2.47,0.0,2.74,0.0,2.4,0.0,0.0,2.79,0.0,0.0,0.0,2.45,0.0,2.39,34.73,4.51
493362,TOT,Xavi,M,8.8,0.0,3.87,0.0,0.0,0.0,3.45,3.4,0.0,0.0,3.41,0.0,0.0,2.46,0.0,3.19,0.0,2.77,0.0,0.0,3.39,0.0,0.0,0.0,3.03,0.0,2.83,0.0,0.0,2.87,34.66,3.94
465642,NEW,Thiaw,D,7.6,2.84,0.0,0.0,0.0,3.61,0.0,0.0,3.4,0.0,0.0,2.89,2.4,0.0,0.0,3.15,0.0,3.04,0.0,0.0,4.16,0.0,0.0,0.0,3.88,0.0,2.58,0.0,0.0,2.69,34.65,4.56
201658,BOU,Tavernier,M,7.3,3.26,0.0,0.0,0.0,0.0,3.46,0.0,2.73,0.0,0.0,2.93,3.26,0.0,0.0,3.4,0.0,3.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,2.92,3.63,0.0,0.0,3.12,34.61,4.74
222683,BOU,Kluivert,M,8.0,2.98,0.0,0.0,0.0,0.0,3.57,0.0,2.73,0.0,0.0,3.0,3.53,0.0,0.0,3.26,0.0,2.96,0.0,0.0,2.85,0.0,0.0,0.0,0.0,2.85,3.71,0.0,0.0,3.13,34.57,4.32
67089,BUR,Dúbravka,G,6.6,4.09,0.0,0.0,0.0,0.0,3.31,2.84,0.0,0.0,3.0,0.0,3.03,0.0,0.0,2.73,0.0,0.0,3.14,0.0,2.38,0.0,0.0,3.62,0.0,0.0,2.68,0.0,0.0,3.74,34.56,5.24
448089,WOL,Gomes,M,7.9,4.68,0.0,0.0,0.0,0.0,4.12,2.86,0.0,0.0,2.7,0.0,2.83,0.0,0.0,0.0,2.79,0.0,2.77,0.0,0.0,0.0,2.99,2.7,0.0,0.0,3.18,0.0,0.0,2.92,34.54,4.37
222694,LEE,Struijk,D,6.7,5.06,0.0,0.0,4.04,0.0,0.0,2.6,0.0,0.0,0.0,3.2,0.0,3.24,0.0,1.9,0.0,0.0,2.57,0.0,2.17,0.0,0.0,0.0,2.69,0.0,0.0,2.81,0.0,4.19,34.48,5.15
215413,EVE,Dewsbury-Hall,M,7.2,3.01,0.0,0.0,0.0,0.0,3.51,0.0,0.0,3.63,3.11,0.0,0.0,0.0,3.06,3.06,0.0,2.93,0.0,0.0,3.18,0.0,0.0,2.83,0.0,0.0,0.0,2.77,0.0,3.39,34.48,4.79
209365,MUN,De Ligt,D,7.4,0.0,1.79,0.0,0.0,3.41,0.0,3.71,0.0,0.0,2.62,0.0,0.0,0.0,4.03,0.0,2.85,0.0,0.0,3.82,0.0,0.0,3.38,0.0,0.0,3.05,0.0,2.84,0.0,2.97,34.47,4.66
491279,TOT,Van de Ven,D,6.8,0.0,3.85,0.0,0.0,0.0,4.25,2.65,0.0,0.0,3.4,0.0,0.0,1.81,0.0,3.71,0.0,2.49,0.0,0.0,3.67,0.0,0.0,0.0,3.61,0.0,2.02,0.0,0.0,2.91,34.37,5.06
101982,WOL,Johnstone,G,6.3,3.95,0.0,0.0,0.0,0.0,4.46,3.09,0.0,0.0,2.51,0.0,3.12,0.0,0.0,0.0,2.7,0.0,3.68,0.0,0.0,0.0,3.17,2.28,0.0,0.0,3.26,0.0,0.0,2.15,34.35,5.45
167074,FUL,Tete,D,7.1,0.0,0.0,0.0,0.0,1.09,0.0,3.85,0.0,0.0,3.57,0.0,5.05,0.0,0.0,3.03,0.0,2.68,0.0,0.0,0.0,3.11,0.0,4.39,0.0,0.0,0.0,0.0,3.76,3.65,34.17,4.81
444765,BRE,Van den Berg,D,7.4,0.0,0.0,3.55,0.0,2.25,0.0,2.59,0.0,0.0,0.0,3.03,2.58,0.0,0.0,4.87,0.0,0.0,1.89,0.0,2.62,0.0,0.0,0.0,4.09,0.0,3.45,0.0,0.0,3.22,34.14,4.61
441266,LIV,Gravenberch,M,8.1,0.0,3.26,0.0,0.0,3.16,0.0,3.04,0.0,0.0,0.0,2.66,3.0,0.0,0.0,0.0,3.08,0.0,4.01,0.0,3.03,0.0,0.0,2.78,0.0,0.0,2.88,0.0,0.0,3.13,34.01,4.2
244042,FUL,Muniz,F,7.4,0.0,0.0,0.0,0.0,1.18,0.0,3.41,0.0,0.0,3.38,0.0,4.47,0.0,0.0,3.63,0.0,3.19,0.0,0.0,0.0,3.57,0.0,3.72,0.0,0.0,0.0,0.0,3.64,3.55,33.74,4.56
444180,BUR,Anthony,M,6.5,2.93,0.0,0.0,0.0,0.0,3.34,2.77,0.0,0.0,3.33,0.0,3.03,0.0,0.0,3.14,0.0,0.0,3.13,0.0,2.84,0.0,0.0,3.09,0.0,0.0,3.0,0.0,0.0,3.12,33.71,5.19
227444,NFO,Milenković,D,8.2,2.85,0.0,0.0,0.0,0.0,2.74,3.33,0.0,0.0,0.0,4.24,1.69,0.0,0.0,0.0,3.17,0.0,3.41,0.0,3.44,0.0,0.0,0.0,3.24,0.0,0.0,0.0,3.02,2.39,33.52,4.09
432830,BRE,Collins,D,7.7,0.0,0.0,3.59,0.0,2.18,0.0,2.68,0.0,0.0,0.0,2.92,2.47,0.0,0.0,4.8,0.0,0.0,1.83,0.0,2.53,0.0,0.0,0.0,4.01,0.0,3.31,0.0,0.0,3.06,33.39,4.34
114283,EVE,Grealish,M,8.3,0.0,0.0,0.0,0.0,0.0,3.74,0.0,0.0,3.86,3.44,0.0,0.0,0.0,3.26,3.27,0.0,3.1,0.0,0.0,3.42,0.0,0.0,2.92,0.0,0.0,0.0,2.78,0.0,3.56,33.35,4.02
84450,SUN,Xhaka,M,6.3,4.07,0.0,0.0,0.0,3.03,0.0,0.0,0.0,3.83,2.63,0.0,2.81,0.0,0.0,2.9,0.0,0.0,2.52,0.0,2.52,0.0,0.0,0.0,2.71,0.0,2.84,0.0,0.0,3.33,33.19,5.27
624773,CHE,Estêvão,M,7.2,3.77,0.0,0.0,0.0,4.3,0.0,3.4,0.0,0.0,3.81,0.0,3.53,0.0,0.0,0.0,2.35,0.0,2.87,0.0,2.33,0.0,0.0,2.3,0.0,0.0,2.11,0.0,0.0,2.4,33.17,4.61
226182,LEE,Bogle,D,6.7,4.55,0.0,0.0,3.98,0.0,0.0,2.55,0.0,0.0,0.0,3.16,0.0,3.28,0.0,1.76,0.0,0.0,2.51,0.0,2.08,0.0,0.0,0.0,2.64,0.0,0.0,2.78,0.0,3.89,33.16,4.95
498016,SUN,Roefs,G,6.6,3.93,0.0,0.0,0.0,2.45,0.0,0.0,0.0,3.74,2.86,0.0,2.96,0.0,0.0,3.36,0.0,0.0,2.06,0.0,2.18,0.0,0.0,0.0,3.03,0.0,2.56,0.0,0.0,4.0,33.13,5.02
199796,AVL,Cash,D,7.4,0.0,3.22,0.0,0.0,0.0,2.76,1.95,0.0,0.0,0.0,3.33,0.0,3.7,0.0,0.0,3.98,0.0,2.76,0.0,2.57,0.0,0.0,0.0,3.34,0.0,0.0,3.18,0.0,2.24,33.02,4.46
440993,EVE,Ndiaye,M,8.1,3.47,0.0,0.0,0.0,0.0,4.11,0.0,0.0,4.22,3.65,0.0,0.0,0.0,3.5,3.57,0.0,3.4,0.0,0.0,3.71,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,32.84,4.05
481655,ARS,Zubimendi,M,8.0,3.01,0.0,0.0,0.0,0.0,3.29,3.45,0.0,0.0,3.88,0.0,0.0,2.97,0.0,0.0,2.45,0.0,2.86,0.0,2.52,0.0,0.0,2.78,0.0,0.0,0.0,2.89,0.0,2.68,32.78,4.1
199798,AVL,Konsa,D,7.7,0.0,2.81,0.0,0.0,0.0,2.52,1.65,0.0,0.0,0.0,3.35,0.0,3.89,0.0,0.0,4.31,0.0,2.66,0.0,2.49,0.0,0.0,0.0,3.58,0.0,0.0,3.36,0.0,2.14,32.76,4.25
444463,CHE,Fofana,D,6.8,3.29,0.0,0.0,0.0,4.54,0.0,2.46,0.0,0.0,3.32,0.0,3.67,0.0,0.0,0.0,2.22,0.0,2.95,0.0,2.3,0.0,0.0,3.11,0.0,0.0,2.14,0.0,0.0,2.62,32.63,4.8
544877,LIV,Kerkez,D,8.5,0.0,3.01,0.0,0.0,2.77,0.0,3.06,0.0,0.0,0.0,2.06,3.23,0.0,0.0,0.0,2.98,0.0,3.81,0.0,3.11,0.0,0.0,2.78,0.0,0.0,2.6,0.0,0.0,3.18,32.59,3.83
533463,BRE,O.Dango,F,7.9,0.0,0.0,3.86,0.0,3.45,0.0,3.48,0.0,0.0,0.0,3.48,3.44,0.0,0.0,4.26,0.0,0.0,2.93,0.0,3.69,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,32.55,4.12
230376,WOL,J.Arias,M,6.4,3.43,0.0,0.0,0.0,0.0,3.52,2.81,0.0,0.0,2.74,0.0,2.94,0.0,0.0,0.0,2.74,0.0,3.08,0.0,0.0,0.0,3.01,2.37,0.0,0.0,3.24,0.0,0.0,2.65,32.53,5.08
214225,LEE,Rodon,D,6.1,4.8,0.0,0.0,3.85,0.0,0.0,2.21,0.0,0.0,0.0,3.2,0.0,2.95,0.0,1.37,0.0,0.0,2.16,0.0,1.67,0.0,0.0,0.0,2.5,0.0,0.0,2.93,0.0,4.38,32.03,5.25
448514,MCI,Aït-Nouri,D,8.3,1.38,0.0,0.0,0.0,0.0,2.95,0.0,4.06,0.0,0.0,3.22,3.3,0.0,0.0,4.71,0.0,3.58,0.0,0.0,5.37,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,31.77,3.83
225796,CHE,James,D,7.8,3.32,0.0,0.0,0.0,4.12,0.0,2.72,0.0,0.0,3.53,0.0,3.49,0.0,0.0,0.0,2.16,0.0,2.32,0.0,2.31,0.0,0.0,2.95,0.0,0.0,2.37,0.0,0.0,2.37,31.65,4.06
575476,NFO,Murillo,D,8.5,2.32,0.0,0.0,0.0,0.0,2.62,3.19,0.0,0.0,0.0,4.02,1.61,0.0,0.0,0.0,3.01,0.0,3.3,0.0,3.27,0.0,0.0,0.0,3.06,0.0,0.0,0.0,2.84,2.28,31.52,3.71
153133,FUL,Iwobi,M,8.6,3.12,0.0,0.0,0.0,3.33,0.0,3.78,0.0,0.0,3.32,0.0,4.19,0.0,0.0,3.48,0.0,3.14,0.0,0.0,0.0,3.34,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,31.28,3.64
509416,BHA,Ayari,M,7.4,3.06,0.0,0.0,0.0,2.9,0.0,3.14,0.0,0.0,0.0,2.66,2.87,0.0,0.0,0.0,2.6,0.0,2.78,0.0,0.0,2.92,0.0,2.46,0.0,0.0,3.32,0.0,0.0,2.37,31.07,4.2
466525,LEE,Stach,M,6.3,3.22,0.0,0.0,3.18,0.0,0.0,2.78,0.0,0.0,0.0,2.73,0.0,2.78,0.0,2.52,0.0,0.0,2.64,0.0,2.6,0.0,0.0,0.0,2.75,0.0,0.0,2.7,0.0,3.06,30.98,4.92
216051,MUN,Dalot,D,7.7,0.0,1.8,0.0,0.0,2.92,0.0,2.9,0.0,0.0,2.53,0.0,0.0,0.0,3.23,0.0,2.26,0.0,0.0,3.26,0.0,0.0,2.91,0.0,0.0,2.78,0.0,3.08,0.0,3.28,30.95,4.02
154296,TOT,J.Palhinha,M,7.8,0.0,3.31,0.0,0.0,0.0,3.19,2.97,0.0,0.0,3.0,0.0,0.0,2.49,0.0,2.62,0.0,2.71,0.0,0.0,2.75,0.0,0.0,0.0,2.44,0.0,2.71,0.0,0.0,2.59,30.79,3.95
232928,EVE,Garner,M,7.3,2.87,0.0,0.0,0.0,0.0,3.18,0.0,0.0,3.37,2.71,0.0,0.0,0.0,2.71,2.64,0.0,2.54,0.0,0.0,2.63,0.0,0.0,2.44,0.0,0.0,0.0,2.54,0.0,2.98,30.59,4.19
215379,NFO,Anderson,M,8.3,2.9,0.0,0.0,0.0,0.0,2.83,3.06,0.0,0.0,0.0,3.17,2.51,0.0,0.0,0.0,2.72,0.0,2.7,0.0,2.75,0.0,0.0,0.0,2.79,0.0,0.0,0.0,2.46,2.51,30.42,3.67
214048,WHU,Kilman,D,7.7,0.0,0.0,3.47,3.61,0.0,0.0,0.0,2.62,0.0,4.78,0.0,2.21,0.0,0.0,0.0,1.79,0.0,0.0,2.25,0.0,2.16,0.0,0.0,2.91,0.0,1.43,0.0,0.0,3.08,30.32,3.94
510663,LIV,Ekitiké,F,10.5,0.0,2.37,0.0,0.0,2.22,0.0,2.35,0.0,0.0,0.0,1.98,2.57,0.0,0.0,0.0,2.57,0.0,3.15,0.0,2.61,0.0,0.0,2.54,0.0,0.0,3.79,0.0,0.0,4.15,30.3,2.89
244851,CHE,Palmer,M,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,0.0,4.87,0.0,5.23,0.0,0.0,5.91,0.0,0.0,5.14,0.0,0.0,6.0,30.29,2.63
201595,LEE,Perri,G,6.6,0.0,0.0,0.0,1.89,0.0,0.0,2.74,0.0,0.0,0.0,3.5,0.0,3.59,0.0,2.3,0.0,0.0,3.14,0.0,2.77,0.0,0.0,0.0,2.95,0.0,0.0,3.32,0.0,3.98,30.19,4.57
607464,BRE,Kayode,D,6.5,0.0,0.0,3.09,0.0,1.97,0.0,2.2,0.0,0.0,0.0,2.65,2.26,0.0,0.0,4.27,0.0,0.0,1.71,0.0,2.32,0.0,0.0,0.0,3.63,0.0,3.0,0.0,0.0,2.83,29.94,4.61
109646,CHE,Tosin,D,7.2,2.76,0.0,0.0,0.0,3.9,0.0,2.3,0.0,0.0,3.12,0.0,3.32,0.0,0.0,0.0,2.1,0.0,2.68,0.0,2.06,0.0,0.0,2.81,0.0,0.0,2.08,0.0,0.0,2.55,29.69,4.12
199598,LEE,Ampadu,D,6.7,4.58,0.0,0.0,3.66,0.0,0.0,2.14,0.0,0.0,0.0,2.92,0.0,2.73,0.0,1.39,0.0,0.0,2.03,0.0,1.66,0.0,0.0,0.0,2.18,0.0,0.0,2.48,0.0,3.91,29.67,4.43
215439,WHU,Souček,M,7.7,0.0,0.0,2.79,2.71,0.0,0.0,0.0,2.73,0.0,3.14,0.0,2.56,0.0,0.0,0.0,2.5,0.0,0.0,2.62,0.0,2.64,0.0,0.0,2.75,0.0,2.51,0.0,0.0,2.7,29.65,3.85
484420,SUN,E.Le Fée,M,6.9,3.03,0.0,0.0,0.0,2.6,0.0,0.0,0.0,2.85,2.5,0.0,2.56,0.0,0.0,2.67,0.0,0.0,2.52,0.0,2.48,0.0,0.0,0.0,2.58,0.0,2.79,0.0,0.0,3.04,29.63,4.29
486385,EVE,Beto,F,7.5,2.56,0.0,0.0,0.0,0.0,3.07,0.0,0.0,3.05,2.79,0.0,0.0,0.0,2.38,2.33,0.0,2.54,0.0,0.0,2.83,0.0,0.0,2.16,0.0,0.0,0.0,2.37,0.0,3.2,29.28,3.9
456512,NFO,Ndoye,M,7.0,2.76,0.0,0.0,0.0,0.0,2.66,2.79,0.0,0.0,0.0,2.9,2.46,0.0,0.0,0.0,2.73,0.0,2.65,0.0,2.54,0.0,0.0,0.0,2.79,0.0,0.0,0.0,2.5,2.45,29.22,4.17
450070,WHU,Summerville,M,7.0,0.0,0.0,2.96,2.76,0.0,0.0,0.0,2.68,0.0,2.93,0.0,2.43,0.0,0.0,0.0,2.3,0.0,0.0,2.48,0.0,2.49,0.0,0.0,2.65,0.0,2.56,0.0,0.0,2.9,29.14,4.16
169528,FUL,Robinson,D,7.9,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,2.83,0.0,4.9,0.0,0.0,2.93,0.0,2.64,0.0,0.0,0.0,3.05,0.0,4.25,0.0,0.0,0.0,0.0,3.81,3.54,29.1,3.68
231480,WOL,S.Bueno,D,7.1,3.97,0.0,0.0,0.0,0.0,4.09,2.56,0.0,0.0,1.78,0.0,2.53,0.0,0.0,0.0,2.3,0.0,3.11,0.0,0.0,0.0,2.75,1.67,0.0,0.0,2.92,0.0,0.0,1.41,29.09,4.1
206325,NFO,Zinchenko,D,7.2,0.6,0.0,0.0,0.0,0.0,2.29,3.19,0.0,0.0,0.0,3.93,1.74,0.0,0.0,0.0,2.97,0.0,3.28,0.0,3.29,0.0,0.0,0.0,2.64,0.0,0.0,0.0,2.85,2.31,29.08,4.04
496221,CRY,Wharton,M,7.0,2.73,0.0,0.0,0.0,0.0,2.41,2.7,0.0,0.0,0.0,2.68,2.57,0.0,0.0,0.0,2.65,0.0,2.75,0.0,0.0,2.42,0.0,0.0,2.47,0.0,0.0,2.81,0.0,2.88,29.08,4.15
577725,FUL,King,M,6.3,2.46,0.0,0.0,0.0,2.57,0.0,2.9,0.0,0.0,2.59,0.0,3.04,0.0,0.0,2.54,0.0,2.32,0.0,0.0,0.0,2.47,0.0,2.57,0.0,0.0,0.0,0.0,2.76,2.71,28.93,4.59
61256,MUN,Casemiro,M,7.3,0.0,2.57,0.0,0.0,2.85,0.0,2.55,0.0,0.0,2.83,0.0,0.0,0.0,2.67,0.0,2.45,0.0,0.0,2.78,0.0,0.0,2.56,0.0,0.0,2.46,0.0,2.5,0.0,2.66,28.88,3.96
50175,BHA,Welbeck,F,8.0,3.35,0.0,0.0,0.0,2.62,0.0,2.84,0.0,0.0,0.0,2.38,2.78,0.0,0.0,0.0,2.36,0.0,2.56,0.0,0.0,2.82,0.0,2.02,0.0,0.0,3.27,0.0,0.0,1.88,28.87,3.61
551226,WHU,M.Fernandes,M,6.3,0.0,0.0,2.79,2.75,0.0,0.0,0.0,2.62,0.0,3.01,0.0,2.5,0.0,0.0,0.0,2.5,0.0,0.0,2.53,0.0,2.52,0.0,0.0,2.59,0.0,2.45,0.0,0.0,2.56,28.83,4.58
233963,WHU,Mavropanos,D,7.1,0.0,0.0,3.11,3.17,0.0,0.0,0.0,2.53,0.0,4.25,0.0,2.21,0.0,0.0,0.0,1.84,0.0,0.0,2.2,0.0,2.13,0.0,0.0,2.78,0.0,1.5,0.0,0.0,2.92,28.63,4.03
243526,LEE,Gudmundsson,D,6.1,3.86,0.0,0.0,3.36,0.0,0.0,2.09,0.0,0.0,0.0,2.77,0.0,2.81,0.0,1.45,0.0,0.0,2.16,0.0,1.76,0.0,0.0,0.0,2.25,0.0,0.0,2.4,0.0,3.42,28.34,4.65
493105,CHE,Garnacho,M,8.4,3.62,0.0,0.0,0.0,3.98,0.0,3.31,0.0,0.0,3.34,0.0,3.22,0.0,0.0,0.0,1.69,0.0,1.95,0.0,1.65,0.0,0.0,1.83,0.0,0.0,1.64,0.0,0.0,1.87,28.1,3.35
116535,LIV,A.Becker,G,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,3.94,0.0,5.34,0.0,4.5,0.0,0.0,4.22,0.0,0.0,3.56,0.0,0.0,4.78,28.08,3.51
493250,MUN,Amad,M,8.0,0.0,2.91,0.0,0.0,3.31,0.0,3.14,0.0,0.0,3.17,0.0,0.0,0.0,3.13,0.0,2.96,0.0,0.0,3.32,0.0,0.0,3.01,0.0,0.0,3.08,0.0,0.0,0.0,0.0,28.03,3.5
226944,AVL,Kamara,M,7.3,0.0,3.01,0.0,0.0,0.0,2.68,2.54,0.0,0.0,0.0,2.61,0.0,2.75,0.0,0.0,2.53,0.0,2.36,0.0,2.26,0.0,0.0,0.0,2.51,0.0,0.0,2.41,0.0,2.19,27.84,3.81
207189,FUL,Berge,M,7.6,2.43,0.0,0.0,0.0,2.5,0.0,2.71,0.0,0.0,2.59,0.0,3.01,0.0,0.0,2.46,0.0,2.28,0.0,0.0,0.0,2.36,0.0,2.52,0.0,0.0,0.0,0.0,2.37,2.43,27.68,3.64
209400,CRY,Kamada,M,7.4,2.39,0.0,0.0,0.0,0.0,2.08,2.57,0.0,0.0,0.0,2.44,2.43,0.0,0.0,0.0,2.41,0.0,2.59,0.0,0.0,2.33,0.0,0.0,2.3,0.0,0.0,2.86,0.0,3.04,27.43,3.71
613804,WHU,Diouf,D,6.7,0.0,0.0,3.45,3.47,0.0,0.0,0.0,2.84,0.0,4.7,0.0,2.53,0.0,0.0,0.0,2.11,0.0,0.0,2.57,0.0,2.42,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,27.32,4.08
435997,LEE,Okafor,F,6.5,1.71,0.0,0.0,3.14,0.0,0.0,2.5,0.0,0.0,0.0,2.54,0.0,2.65,0.0,2.26,0.0,0.0,2.37,0.0,2.29,0.0,0.0,0.0,2.53,0.0,0.0,2.45,0.0,2.71,27.14,4.17
467779,BHA,Wieffer,M,7.0,3.04,0.0,0.0,0.0,2.66,0.0,2.82,0.0,0.0,0.0,2.25,2.35,0.0,0.0,0.0,2.22,0.0,2.3,0.0,0.0,2.47,0.0,2.12,0.0,0.0,2.76,0.0,0.0,2.13,27.12,3.87
102057,FUL,Raúl,F,8.6,3.12,0.0,0.0,0.0,3.38,0.0,2.61,0.0,0.0,1.9,0.0,2.62,0.0,0.0,2.09,0.0,1.99,0.0,0.0,0.0,2.15,0.0,2.33,0.0,0.0,0.0,0.0,2.47,2.4,27.06,3.15
596777,MUN,Dorgu,D,6.8,0.0,1.62,0.0,0.0,2.44,0.0,2.41,0.0,0.0,2.15,0.0,0.0,0.0,2.84,0.0,1.99,0.0,0.0,2.88,0.0,0.0,2.46,0.0,0.0,2.33,0.0,2.91,0.0,2.98,27.02,3.97
490721,WOL,H.Bueno,D,6.1,3.45,0.0,0.0,0.0,0.0,3.83,2.46,0.0,0.0,1.73,0.0,2.34,0.0,0.0,0.0,2.17,0.0,2.96,0.0,0.0,0.0,2.5,1.57,0.0,0.0,2.57,0.0,0.0,1.38,26.97,4.42
216646,NEW,Wissa,F,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,3.59,3.69,0.0,0.0,3.72,0.0,4.47,0.0,0.0,5.03,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,26.67,2.64
487053,TOT,Udogie,D,7.1,0.0,2.86,0.0,0.0,0.0,2.78,2.31,0.0,0.0,2.6,0.0,0.0,1.78,0.0,2.84,0.0,2.09,0.0,0.0,2.72,0.0,0.0,0.0,2.56,0.0,1.98,0.0,0.0,2.06,26.58,3.74
433312,WOL,Munetsi,M,7.0,3.49,0.0,0.0,0.0,0.0,3.43,2.79,0.0,0.0,2.67,0.0,2.93,0.0,0.0,0.0,2.82,0.0,2.94,0.0,0.0,0.0,2.95,2.37,0.0,0.0,0.0,0.0,0.0,0.0,26.41,3.77
122806,AVL,McGinn,M,7.6,0.0,2.81,0.0,0.0,0.0,2.28,2.37,0.0,0.0,0.0,2.45,0.0,2.38,0.0,0.0,2.38,0.0,2.25,0.0,1.99,0.0,0.0,0.0,2.42,0.0,0.0,2.75,0.0,2.21,26.29,3.46
487838,NEW,Hall,D,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,2.91,0.0,0.0,3.57,0.0,3.57,0.0,0.0,4.69,0.0,0.0,0.0,4.34,0.0,3.0,0.0,0.0,3.01,26.21,3.36
101188,AVL,Digne,D,7.5,0.0,2.47,0.0,0.0,0.0,2.21,1.63,0.0,0.0,0.0,2.61,0.0,2.84,0.0,0.0,3.07,0.0,2.17,0.0,2.1,0.0,0.0,0.0,2.64,0.0,0.0,2.58,0.0,1.85,26.18,3.49
560552,FUL,Kevin,M,6.6,2.34,0.0,0.0,0.0,2.42,0.0,2.5,0.0,0.0,2.25,0.0,2.54,0.0,0.0,2.07,0.0,1.82,0.0,0.0,0.0,1.98,0.0,2.13,0.0,0.0,0.0,0.0,3.1,3.02,26.17,3.97
214590,WHU,Wan-Bissaka,D,7.7,0.0,0.0,3.18,3.48,0.0,0.0,0.0,2.78,0.0,4.49,0.0,2.41,0.0,0.0,0.0,2.04,0.0,0.0,2.44,0.0,2.35,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,26.17,3.4
165809,MCI,Bernardo,M,9.9,2.69,0.0,0.0,0.0,0.0,2.54,0.0,2.43,0.0,0.0,2.16,1.87,0.0,0.0,2.52,0.0,1.92,0.0,0.0,2.89,0.0,0.0,0.0,1.93,0.0,2.92,0.0,0.0,2.27,26.14,2.64
231416,BHA,F.Kadıoğlu,D,6.5,2.42,0.0,0.0,0.0,2.17,0.0,2.92,0.0,0.0,0.0,2.0,2.53,0.0,0.0,0.0,2.29,0.0,2.5,0.0,0.0,2.8,0.0,1.52,0.0,0.0,3.26,0.0,0.0,1.68,26.11,4.02
54469,BOU,Smith,D,7.1,0.74,0.0,0.0,0.0,0.0,2.01,0.0,1.76,0.0,0.0,2.33,2.92,0.0,0.0,3.22,0.0,2.97,0.0,0.0,2.17,0.0,0.0,0.0,0.0,2.11,3.54,0.0,0.0,2.32,26.08,3.67
