fpl_code,team,player,pos,cost,2,3,4,5,6,7,8,9,10,total_pts,ppm
250199,NFO,Dominguez,M,5.0,0.0,0.0,0.0,0.0,0.0,0.58,1.98,2.05,2.25,6.86,1.37
519634,SUN,Seelt,D,4.0,2.4,1.83,0.62,0.34,0.32,0.3,0.37,0.27,0.36,6.8,1.7
97299,MCI,Stones,D,5.5,0.6,0.57,0.76,0.56,0.98,0.71,0.9,0.79,0.92,6.8,1.24
503139,BOU,Scott,M,5.0,1.13,0.61,0.68,0.66,0.79,0.75,0.73,0.74,0.7,6.79,1.36
447715,BUR,A.Ramsey,M,4.5,0.41,0.45,0.59,0.76,0.89,0.87,1.0,0.95,0.84,6.75,1.5
222694,LEE,Struijk,D,4.5,0.42,0.56,0.66,0.76,0.81,0.82,1.0,0.87,0.77,6.67,1.48
577725,FUL,King,M,4.5,0.66,0.61,0.73,0.73,0.69,0.78,0.73,0.79,0.93,6.65,1.48
135720,TOT,Danso,D,4.5,0.46,0.79,0.85,0.72,0.98,0.78,0.62,0.67,0.61,6.5,1.44
463034,CHE,Delap,F,6.5,0.64,0.72,0.7,0.69,0.75,0.7,0.67,0.89,0.73,6.48,1.0
109345,BHA,March,M,6.0,0.0,0.0,0.74,0.99,0.81,0.88,0.97,0.93,1.05,6.38,1.06
487702,BUR,Koleosho,M,5.0,0.75,0.61,0.65,0.71,0.65,0.74,0.78,0.72,0.65,6.26,1.25
224995,BOU,Sinisterra,M,5.0,0.66,0.61,0.73,0.68,0.7,0.76,0.69,0.77,0.59,6.19,1.24
547719,NEW,L.Miley,M,4.5,0.77,0.94,0.8,0.62,0.53,0.64,0.6,0.63,0.66,6.18,1.37
233963,WHU,Mavropanos,D,4.5,0.47,0.63,0.64,0.67,0.75,0.58,0.86,0.76,0.7,6.07,1.35
105717,SUN,Masuaku,D,4.0,1.58,1.22,0.62,0.47,0.43,0.41,0.48,0.33,0.52,6.06,1.51
180804,BUR,Tuanzebe,D,4.0,0.64,0.53,0.54,0.85,0.54,0.66,0.88,0.73,0.57,5.95,1.49
437738,LEE,Bornauw,D,4.0,0.37,0.56,0.58,0.64,0.65,0.67,0.91,0.86,0.64,5.86,1.47
538207,NEW,Osula,F,5.5,1.33,0.93,0.59,0.44,0.39,0.51,0.52,0.55,0.54,5.78,1.05
223336,SUN,Neil,M,5.0,0.56,0.6,0.57,0.64,0.62,0.6,0.73,0.68,0.7,5.7,1.14
219924,FUL,Diop,D,4.5,0.44,0.41,0.71,0.66,0.58,0.63,0.66,0.69,0.91,5.7,1.27
497894,MUN,Højlund,F,6.5,0.6,0.69,0.56,0.61,0.66,0.73,0.55,0.66,0.63,5.68,0.87
213999,WHU,Álvarez,M,5.0,0.5,0.62,0.62,0.65,0.65,0.57,0.69,0.66,0.68,5.64,1.13
577114,WHU,L.Guilherme,M,5.0,0.67,0.81,0.72,0.53,0.53,0.49,0.6,0.59,0.56,5.51,1.1
111317,BOU,Brooks,M,5.0,0.62,0.57,0.51,0.64,0.58,0.71,0.57,0.63,0.56,5.39,1.08
536694,CRY,M.França,M,4.5,0.0,0.0,0.0,0.8,0.91,0.94,1.02,0.73,0.93,5.35,1.19
128295,ARS,Nørgaard,M,5.5,0.59,0.46,0.63,0.5,0.49,0.71,0.59,0.66,0.7,5.33,0.97
489706,CRY,Devenny,M,4.5,0.73,0.62,0.71,0.59,0.55,0.54,0.59,0.39,0.48,5.2,1.16
113564,LEE,Byram,D,4.0,0.36,0.51,0.55,0.61,0.56,0.61,0.76,0.73,0.52,5.2,1.3
204580,BRE,Janelt,M,5.0,0.0,0.0,0.73,0.74,0.75,0.75,0.73,0.77,0.7,5.17,1.03
231065,BRE,Pinnock,D,4.5,0.42,0.69,0.56,0.58,0.63,0.56,0.6,0.5,0.59,5.14,1.14
91651,MCI,Kovačić,M,6.0,0.0,0.0,0.43,0.62,0.82,0.79,0.83,0.73,0.86,5.08,0.85
184754,WOL,Hee Chan,M,6.0,0.0,0.47,0.49,0.55,0.66,0.64,0.75,0.83,0.61,4.99,0.83
76357,FUL,Cairney,M,5.0,0.4,0.41,0.58,0.6,0.57,0.53,0.57,0.58,0.69,4.95,0.99
440854,ARS,Kiwior,D,5.5,0.51,0.4,0.49,0.45,0.48,0.58,0.59,0.57,0.7,4.76,0.87
499300,EVE,Aznou,D,4.5,0.35,0.48,0.47,0.38,0.62,0.56,0.46,0.68,0.66,4.65,1.03
500040,ARS,Mosquera,D,5.5,0.45,0.35,0.43,0.43,0.45,0.6,0.57,0.55,0.59,4.41,0.8
608181,BHA,Tzimas,F,5.5,0.0,0.0,0.0,0.62,0.51,0.85,0.81,0.74,0.87,4.4,0.8
547701,TOT,Gray,M,5.0,0.37,0.43,0.44,0.45,0.53,0.55,0.56,0.54,0.47,4.34,0.87
486520,LEE,Gruev,M,5.0,0.31,0.37,0.39,0.44,0.52,0.6,0.52,0.62,0.53,4.29,0.86
461188,BUR,Humphreys,D,4.0,0.47,0.44,0.4,0.52,0.39,0.45,0.61,0.51,0.51,4.29,1.07
549329,BUR,Lucas Pires,D,4.0,0.6,0.4,0.37,0.52,0.37,0.45,0.63,0.51,0.42,4.27,1.07
191866,BRE,Ajer,D,4.5,0.43,0.55,0.4,0.44,0.49,0.44,0.53,0.44,0.52,4.24,0.94
554197,SUN,Rigg,M,5.0,0.41,0.43,0.45,0.47,0.43,0.49,0.5,0.48,0.55,4.21,0.84
215711,AVL,Bailey,M,5.5,0.0,0.0,0.48,0.6,0.61,0.72,0.64,0.6,0.53,4.18,0.76
514356,CHE,Lavia,M,5.0,0.0,0.49,0.47,0.5,0.54,0.45,0.49,0.62,0.53,4.1,0.82
227127,TOT,Bissouma,M,5.5,0.36,0.39,0.41,0.41,0.5,0.46,0.47,0.46,0.43,3.89,0.71
435973,BUR,Foster,F,5.0,0.42,0.38,0.34,0.4,0.35,0.43,0.5,0.45,0.41,3.68,0.74
205533,CRY,Nketiah,F,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.59,1.07,1.77,3.43,0.62
223434,BHA,Igor,D,4.5,0.0,0.32,0.37,0.42,0.37,0.46,0.45,0.47,0.57,3.42,0.76
461199,SUN,Mundle,M,5.0,0.0,0.0,0.45,0.44,0.45,0.48,0.53,0.48,0.54,3.38,0.68
461195,SUN,Cirkin,D,4.0,0.0,0.0,0.3,0.41,0.47,0.43,0.64,0.38,0.57,3.2,0.8
242880,CHE,B.Badiashile,D,4.5,0.0,0.0,0.0,0.37,0.5,0.39,0.52,0.73,0.52,3.04,0.68
225321,NEW,Ramsdale,G,5.0,0.0,0.0,0.41,0.38,0.39,0.47,0.43,0.43,0.47,2.96,0.59
106611,EVE,Keane,D,4.5,0.0,0.39,0.38,0.0,0.42,0.49,0.33,0.42,0.52,2.95,0.66
515597,AVL,Bogarde,D,4.0,0.0,0.0,0.36,0.5,0.43,0.5,0.39,0.38,0.33,2.89,0.72
575458,NFO,Jair Cunha,D,4.5,0.0,0.0,0.3,0.43,0.46,0.36,0.42,0.38,0.48,2.84,0.63
88894,AVL,Barkley,M,5.0,0.0,0.0,0.0,0.47,0.47,0.5,0.42,0.46,0.46,2.77,0.55
536109,WHU,Scarles,D,4.5,0.3,0.37,0.36,0.0,0.34,0.27,0.34,0.37,0.36,2.71,0.6
458249,MUN,Zirkzee,F,6.0,0.0,0.0,0.35,0.41,0.0,0.57,0.44,0.48,0.44,2.69,0.45
205651,ARS,G.Jesus,F,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.73,0.77,2.15,0.33
449027,LIV,Mamardashvili,G,4.5,0.0,0.0,0.0,0.0,0.34,0.35,0.47,0.43,0.46,2.06,0.46
168636,BOU,Enes Ünal,F,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.71,0.6,1.95,0.36
226956,BRE,Roerslev,D,4.5,0.0,0.0,0.0,0.0,0.38,0.35,0.37,0.34,0.4,1.85,0.41
499175,ARS,Nwaneri,M,5.5,0.0,0.0,0.46,0.42,0.0,0.48,0.0,0.0,0.48,1.84,0.33
490094,EVE,Iroegbunam,M,5.0,0.0,0.0,0.0,0.0,0.35,0.33,0.3,0.31,0.39,1.68,0.34
192290,BUR,Roberts,D,4.5,0.0,0.0,0.0,0.0,0.27,0.34,0.39,0.35,0.33,1.68,0.37
84182,WHU,Areola,G,4.5,0.0,0.0,0.0,0.0,0.34,0.31,0.35,0.36,0.31,1.67,0.37
493125,TOT,Dragusin,D,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.58,0.5,1.62,0.36
111773,NEW,Krafth,D,4.5,0.0,0.0,0.0,0.0,0.0,0.39,0.35,0.42,0.4,1.56,0.35
158983,LIV,Endo,M,5.0,0.0,0.0,0.0,0.0,0.0,0.33,0.38,0.39,0.4,1.5,0.3
121709,CRY,Benitez,G,4.0,0.0,0.0,0.0,0.0,0.0,0.35,0.33,0.34,0.34,1.37,0.34
445044,TOT,Kulusevski,M,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.19,0.18
606745,MUN,Heaven,D,4.0,0.0,0.49,0.34,0.32,0.0,0.0,0.0,0.0,0.0,1.15,0.29
232792,BHA,Lamptey,D,4.5,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.42,0.79,0.18
458297,SUN,Ekwah,M,4.5,0.34,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.15
214285,LIV,Tsimikas,D,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1
246301,FUL,J.Cuenca,D,4.5,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.1
532605,CHE,Andrey Santos,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.09
491007,CHE,D.Essugo,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.07
138001,WOL,King,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588796,ARS,Kabia,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438098,ARS,Fábio Vieira,M,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611134,CHE,Paez,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485055,TOT,Kinsky,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587178,AVL,Yasin,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449988,WOL,Fábio Silva,F,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579075,CRY,Agbinone,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437495,LEE,Meslier,G,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232571,SUN,Patterson,G,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575204,MCI,Echeverri,M,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474120,BHA,Enciso,M,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465920,CHE,Mudryk,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515621,CRY,Chadi Riad,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626464,BRE,Nunes,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155405,MCI,Phillips,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195546,AVL,Buendía,M,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491012,EVE,Y.Chermiti,F,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577016,CHE,Acheampong,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469247,AVL,Iling Jr,M,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469272,BUR,Tchaouna,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610799,TOT,Vuskovic,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109745,ARS,Arrizabalaga,G,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575901,BOU,Soler,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622758,CHE,Anselmino,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451432,NFO,David Carmo,D,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535928,LIV,Bajcetic,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492831,BUR,Amdouni,F,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439135,BHA,Cashin,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516211,BHA,Sima,M,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490721,WOL,H.Bueno,D,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172780,TOT,Maddison,M,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508479,CHE,Jörgensen,G,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566164,MCI,Nypan,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432720,MCI,Trafford,G,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560262,BOU,Kroupi.Jr,F,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611695,BHA,Yalcouye,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499721,TOT,Moore,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235674,TOT,Solomon,M,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550615,CHE,George,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200641,ARS,Nelson,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436234,TOT,Bryan,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467169,MUN,Antony,M,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616222,MCI,Vitor Reis,D,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213198,CHE,Nkunku,M,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549939,CHE,Penders,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447203,LIV,Darwin,F,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176297,MUN,Rashford,M,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641221,WOL,Pedro Lima,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168991,BOU,Philip,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491287,AVL,Barrenechea,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661712,MUN,D.Leon,D,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109533,WHU,Emerson,D,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640108,NEW,Antoñito C.,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490881,MUN,Collyer,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428580,BRE,Onyeka,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565297,LEE,Mateo Joseph,F,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606798,AVL,A.García,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441192,BHA,Sarmiento,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450542,CRY,J.Rak-Sakyi,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451302,MUN,Bayindir,G,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460028,CHE,Colwill,D,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477580,BOU,Zabarnyi,D,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493105,MUN,Garnacho,M,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628204,BRE,Konak,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549074,BHA,Watson,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149519,WHU,Cornet,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548308,TOT,Phillips,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471798,CHE,Slonina,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477555,MCI,Bobb,M,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574458,CHE,M.Sarr,D,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536916,BHA,Buonanotte,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209243,MUN,Sancho,M,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487117,BHA,Ferguson,F,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110735,BHA,Webster,D,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437742,ARS,Sambi,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199670,CRY,Édouard,F,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623095,TOT,Min-hyeok,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432714,MCI,McAtee,M,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496208,LIV,Doak,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441240,BOU,Faivre,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206325,ARS,Zinchenko,D,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518030,BUR,Weiss,G,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547676,MUN,Fredricson,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547720,BHA,Tasker,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567121,BHA,Knight,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222690,MUN,Malacia,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599303,NEW,Neave,F,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88248,MCI,Ortega Moreno,G,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576980,CRY,Marsh,F,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575034,MUN,Wheatley,F,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574398,CRY,Umeh,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553299,TOT,Takai,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169359,NEW,Targett,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235448,BRE,Balcombe,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248937,LEE,Greenwood,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183751,BUR,Benson,M,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229600,EVE,Travers,G,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591385,FUL,Amissah,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462635,LEE,Gelhardt,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609873,EVE,Armstrong,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495161,NFO,Stamenic,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101982,WOL,Johnstone,G,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490142,WHU,Potts,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596047,MUN,Obi,F,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499167,ARS,Nichols,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577974,MUN,Amass,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463748,ARS,Hein,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569014,NFO,Da Silva Moreira,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536119,LEE,Crew,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547801,EVE,Bates,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470294,LEE,Gyabi,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477851,SUN,Ba,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429414,WOL,Kalajdžić,F,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499717,BRE,Meghoma,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437748,BUR,Trésor,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106468,AVL,Alex Moreno,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490145,TOT,Scarlett,F,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476502,WOL,B.Traore,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153366,FUL,Reed,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536241,EVE,Sherif,F,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530121,BOU,Silcott-Duberry,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590760,BOU,Adu-Adjei,F,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552427,TOT,Lankshear,F,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513834,BHA,Moran,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541462,BOU,Akinmboni,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208912,BUR,Worrall,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115556,TOT,Davies,D,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565431,WHU,Marshall,F,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490885,WHU,Earthy,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101148,NEW,Lascelles,D,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151589,AVL,Dendoncker,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220598,BUR,Obafemi,F,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475123,NFO,C.Miguel,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507433,BRE,Valdimarsson,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472739,BHA,Rushworth,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155503,LIV,Woodman,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107265,NFO,Gunn,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514315,AVL,Sousa,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588555,MUN,Harrison,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593001,WOL,Gonzalez,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533710,BRE,Morgan,F,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466117,CRY,Ahamada,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
